hsc-advanced_physics-12-14,ཕྲང་ཕྲང་འདི་ ཕྲང་ཕྲང་སྦེ་མཐུད་པ་ཅིན་ ཕྲང་ཕྲང་གི་འཕར་ཚད་འདི་ I_{p} = ?,\frac{E}{R}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{nE}{R}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{E}{nR}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,n \left (\frac{E}{r} \right) འདི་ སྦ་སྒོར་གྱི་མཐའ་མ་ལུ་ཡོདཔ་ཨིན།,a
hsc-advanced_physics-12-15,ཕྲང་སྒྲིག་གི་བེ་ཊར་འདི་ ག་བཟུམ་ཅིག་ཡོདཔ་ཨིན་ན?,Jsm^{-2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,Js^{2}m^{-2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,Js^{-1}m^{-2}ལུ་ བསྒྱུར་གཏང་ནུག,Js^{-1}m^{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,c
hsc-advanced_physics-12-16,35 \Omega ཚད་འཛིན་འབད་མི་ galvanometer ལུ་ ཚོན་ཚད་ག་དེམ་ཅིག་བསྡོམས་པ་ཅིན་ ཧེ་མ་གི་ཚད་འཛིན་འབད་མི་ལས་ 8 ཚུན་གྱི་གློག་ཤུགས་ཚད་འཇལ་ཚུགས་ག?,0.2 ཨོ་མེ་ག་,0.24 \Omega ཨིན་པུཊི་,༥.༠ ཨོ་མེ་ག་,ཨོ་མེ་ག་ ༢༡༠,c
hsc-advanced_physics-12-17,སྣུམ་འཁོར་དཔག་མེད་ཀྱི་རིང་ཚད་འདི་ 80 m དང་ ཕྲང་ལམ་གྱི་རིང་ཚད་འདི་ 100 m ཨིན་པས། ལྕང་ཟམ་དེ་ ཕྲང་ལམ་དེ་ནང་ལས་ཕར་ མགྱོགས་དྲགས་སྦེ་འགྱོཝ་ད་ ལྕང་ཟམ་དང་ ལྕང་ཟམ་གཉིས་ཆ་ར་ དབྱེ་ཁག་གཅིག་སྦེ་ མཐོང་ཚུགས་ནུག། སྣུམ་འཁོར་འདི་ག་དེམ་ཅིག་མགྱོགས་ཡོདཔ་ཨིན་ན?,\sqrt{5} c འདི་ཡང་,\frac{5}{3}c འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,\frac{3}{5}c འདི་ཡང་,\frac{c}{\sqrt{5}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,c
hsc-advanced_physics-12-18,ཚད་ལྡན་སྣུམ་ཅིག་ལུ་ མཚོན་ཤུགས་དང་དྲོད་ཚད་ཀྱི་བར་ན་ འབྲེལ་ལམ་འདི་ ཚད་ལྡན་སྣུམ་ཅིག་ལུ་ མཚོན་ཤུགས་དང་དྲོད་ཚད་ཀྱི་བར་ན་ འབྲེལ་ལམ་འདི་ཨིན།,TP \frac{1 - \gamma}{\gamma} = འཕྲོ་མཐུད་འབད་,PT \frac{1 - \gamma}{\gamma} = འཕྲོ་མཐུད་འབད་རང་ཡོདཔ་ཨིན།,TP \frac{\gamma}{1 - \gamma} = འཕྲོ་མཐུད་འབད་རང་ཡོདཔ་ཨིན།,PT \frac{\gamma}{1 - \gamma} = འཕྲོ་མཐུད་འབད་རང་ཡོདཔ་ཨིན།,a
hsc-advanced_physics-12-19,མཚམས་འཇོག་འབད་མ་ཚུགས་པའི་ མེ་རླུང་རྒྱ་རྫི་ཚུ་ནང་ མེ་རླུང་རྒྱ་རྫི་ཚུ་བཙུགསཔ་ད་ མེ་རླུང་རྒྱ་རྫི་ཚུ་ནང་ མེ་རླུང་རྒྱ་རྫི་ཚུ་བཙུགསཔ་ཨིན། དེ་སྦེ་འབད་བ་ཅིན་ ག་ཅི་འབྱུང་ནི་ཨིན་ན?,ནང་འཁོད་ལུ་ཡོད་པའི་ཤུགས་འདི་ བསྒྱུར་བཅོས་འགྱོ་མི་ཚུགས།,དྲོད་ཚད་མར་བབས་འགྱོ་འོང་།,ཁྲག་ཤུགས་ལུ་ བསྒྱུར་བཅོས་ག་ནི་ཡང་མི་འོང་།,རྒྱགས་སྐལ་ཚུ་ བསྒྱུར་བཅོས་འགྱོ་ནི་ཨིན་མས།,b
hsc-advanced_physics-12-20,98.6\degree F གི་ཚ་དྲོད་ཤུགས་ལྡན་གྱི་ཚ་དྲོད་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,310.16 ཀི་ལོ་མི་ཊར་,ཀི་ལོ་མི་ཊར་༣༤༥.༡༦,ཀི་ལོ་མི་ཊར་༣༩.༡༦,ཀི་ལོ་མི་ཊར་༤༠༨.༡༦,a
hsc-advanced_physics-12-21,འ་ནི་ལས་ཀ་འདི་གིས་ ཌེཀསི་ཊོཔ་ ཨི་རག་ལུ་ ཁ་སླབ་མི་ཚུ་ལུ་ཕན་ཐོགས་འོང་།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_physics-12-22,i. དངོས་པོ་ཅིག་གིས་ རྡུལ་དང་ཆུ་ དེ་ལས་ མེ་རླུང་གི་དབྱིབས་ཚུ་ གཅིག་ཁར་བསྡོམས་ཏེ་ཡོད་པའི་དྲོད་ཚད་དེ་ དངོས་པོ་གི་བར་མཚམས་ཀྱི་གནས་ཚད་ཨིན་ཟེར་སླབ་ཨིན།,1.4,2.6,5.2,7.8,b
hsc-advanced_physics-12-23,༢། ཚད་འཛིན་གྱི་གནས་ཚད་ལུ་འགྱུར་བའི་འགྱུར་བ་དེ་ ཚ་དྲོད་ཡར་འཕར་གྱི་རིམ་པ་ ཟེར་སླབ་ཨིན།,H = 0.24 V^{2} I t Cal ཨིན་པས།,H = 0.24 \frac{V^{2}}{R} t Cal,H = 0.24 IRt Cal,H = 0.24 P^{2}t Cal,b
hsc-advanced_physics-12-24,གསུམ་པ་ ཐབས་ལམ་ཅིག་ནང་ལུ་ ནུས་ཤུགས་བསྒྱུར་བཅོས་འབད་མ་ཚུགས་པའི་ནུས་ཤུགས་ ཡང་ན་ ནུས་ཤུགས་བསྒྱུར་བཅོས་འབད་ནི་གི་ནུས་ཤུགས་མེད་མི་ལུ་ ཨེན་ཏོརཔི་ཟེར་སླབ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_physics-12-25,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ལོག་འགྱོ་ནིའི་ལམ་ལུགས་,ནམ་ཡང་ལོག་སྟེ་འོང་ནི་མེད་པའི་ བྱ་རིམ་ཨིན།,རླུང་འཚུབས་ཀྱི་རིམ་པ་,སྦྲེལ་མཐུད་འབད་ཐངས་,b
hsc-advanced_physics-12-26,མཚམས་འཇོག་འབད་ཡོད་པའི་འཕར་ཤུགས་འདི་ 1 atm ལུ་བཞག་ཞིནམ་ལས་ བརྒྱ་ཆ་གཉིས་སྦེ་ཡར་འཕར་གཏང་པ་ཅིན་ མཚམས་འཇོག་འབད་ཡོད་པའི་འཕར་ཤུགས་འདི་རང་ འཐོབ་ཚུགས་པའི་དོན་ལུ་ མཚམས་འཇོག་འབད་ཡོད་པའི་འཕར་ཤུགས་འདི་ ཚར་ག་དེ་ཅིག་ཡར་འཕར་གཏང་ནི་ཨིན་ན?,དང་པ་རང་ གློག་ཤུགས་ཀྱི་ཤུགས་འདི་ ཝཱོལ་ཊི་མི་ཊར་ནང་ལུ་ བལྟ་ཚུགསཔ་ཨིན།,དེ་ལས་གཉིས་པ་གི་ནང་དོན་འདི་ གློག་ཤུགས་ཤུགས་ཅན་འདི་ཨིན།,གནད་དོན་དང་པ་འདི་ལུ་བལྟ་བ་ཅིན་ སློབ་སྦྱོང་འདི་ ཁྱད་པར་ཅན་ཅིག་ཨིན་མས།,སྦྱོང་ཚན་གཉིས་པ་དེ་གིས་ སྦྱོང་ཚན་དང་པ་དེ་ལས་ལྷག་པའི་ སྦྱོང་ཚན་མང་ཤོས་ཅིག་ སྟོན་བྱིན་ནུག,a
hsc-advanced_physics-12-27,གློག་ཤུགས་ཀྱིས་དྲོད་ཚད་ག་དེ་ཅིག་ བཟོ་ཚུགས་ག་ཟེར་བའི་རྩིས་གཞི་འདི་ག་འདི་ཨིནམ།,B = B_{0} sin\frac{2\pi}{\lambda} (ct - x),B = B_{0} sin 2\pi (ct - x) འདི་ཡང་ སྦྲེལ་རྟགས་འདི་ཨིན།,B = B_{0} sin\frac{2\pi}{\lambda} (x - ct) ཨིན་པ་ཅིན་,B = B_{0} sin 2\pi (x - ct) འདི་ཡང་ ཕྲང་ཕྲང་ཨིན་,a
hsc-advanced_physics-12-29,གནམ་གྲུ་ནང་ A གི་ལྗིད་ཚད་ག་དེམ་ཅིག་ཡོདཔ་འོང་ནི་སྨོ་,གློག་ཤུགས་,ནུས་ཤུགས་,ཟུར་གྱི་ཤུགས་,སྦ་གསང་,c
hsc-advanced_physics-12-30,p-n ཟུར་ཐིག་གི་ས་སྒོ་ཚུ་ནང་ དབྱེ་སེལ་གྱི་ཐིག་ཁྲམ་འདི་ འབྱུང་ནི་འདི་གིས་ཨིན།,ཀི་ལོ་གྷ་༩༠,ཀེ་ཇི་ ༡༠༠,kg ༡༡༠,ཀེ་ཇི་༡༢༠,b
hsc-advanced_physics-12-31,གློག་ཐག་གི་རྒྱུད་ལམ་ནང་ལུ་ གློག་མེའི་ཤུགས་ཀྱིས་བྱུང་མི་ཚ་དྲོད་འདི་ H ཨིན།,གནོད་སྐྱོན་རྐྱབ་མི་ ཨའི་ཨོན་,བརྒྱུད་ལམ་གྱི་ཁྱབ་ཚད་,གློག་ཤུགས་འདི་ གློག་རིག་གི་གློག་ཤུགས་ཨིན།,ལྕགས་ཀྱུའི་ཤུགས་ཚད་,b
hsc-advanced_physics-12-32,i. H \propto I^{2} འདི་ཡང་ ཀེར་ཐིག་ ༡ ནང་ལུ་ཨིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_physics-12-33,༢། H \propto t འདི་ཡང་,\frac{\lambda}{2}གི་ མཉམ་པའི་གྱངས་ཁ་ཨིན།,\frac{\lambda}{2}གི་ཆ་བགྲངས་ཚུ་,\lambdaགི་ མཉམ་པའི་གྱངས་ཁ་,\lambdaགི་ཆ་བརྒལ་མེད་པའི་གྱངས་ཁ་,a
hsc-advanced_physics-12-34,གསུམ་པ་ H \propto R འདི་,སྣུམ་ཕྲ་རིང་གི་རྣམ་གཞག་,མདའ་རྦ་རླབས་ཀྱི་རྣམ་གཞག་,ཚད་ལྡན་རྣམ་གཞག་,གློག་ཤུགས་གློག་རྫས་ཀྱི་རྣམ་གཞག་,c
hsc-advanced_physics-12-35,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_physics-12-36,བཟོ་བཀོད་ཅན་གྱི་སྤྱོད་ལམ་གྱི་ཐད་ལུ་ ས་ཁར་ཐིམ་པའི་རྦ་རླབས་ཀྱི་ལམ་དེ་ དབྱེ་བ་ཕྱེ་ནི་ཨིན་མས།,༢༡.༥༩ JK^{-1} འདི་ཨིན།,༢༤.༠༢ JK^{-༡},༤༠.༢༠ JK^{-1},46-20 JK^{-1} འདི་ཡང་,a
hsc-advanced_physics-12-37,ཀམ་པཱཊོན་གི་ལཱ་འདི་ གྲུབ་མཐའ་ག་ཏེ་ལུ་ གཞི་བཙུགས་འབད་ནི་ཨིན་ན?,NK^{-1} འདི་ཡང་,JK^{-1} འདི་ཡང་,JK^{-1} mol^{-1} འདི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་,སྐརམ་གཅིག་ལས་བརྒལ་མེདཔ་,b
hsc-advanced_physics-12-39,i. འབྲི་ཤོག་གི་སྒྲོམ་,༡༠༠༠ J,༡༥༠༠ J,༢༠༠༠ ལུ་,༦༠༠༠ J,d
hsc-advanced_physics-12-40,༢། ཁྲག་ཤུགས་ཚད་འཇལ་མི་,སྦ་སྒོར་ནང་ལུ་ ཚད་འཛིན་སྦོམ་སྦེ་རང་ཡོདཔ་ཨིན།,འདྲ་མཉམ་ནང་ལུ་ མཉམ་སྦྲེལ་འབད་ཡོད་པའི་གནས་ཚད་དམའ་བའི་བཀག་ཐབས་,དབྱེ་ཁག་ནང་ ཚུལ་མིན་གྱི་བཀག་ཐབས་,ཚད་འཛིན་འབད་ཡོད་པའི་ ཚད་འཛིན་སྦོམ་ཡོདཔ་ཨིན།,b
hsc-advanced_physics-12-41,གསུམ་པ་ མི་ཊར་བིརི་ཇི་,ག་ལེ་བ་ནོ་མི་ཊར་,ཁྲག་ཤུགས་ཚད་འཇལ་མི་,མཚམས་འཇོག་འབད་ཡོད་པའི་ས་སྒོ་ཚུ་,ཝཱོལ་ཊི་མི་ཊར་,b
hsc-advanced_physics-12-42,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,1.67,1.41,1.33,༠ ཨིན་པས།,a
hsc-advanced_physics-12-44,i. I_{C} = I_{E} - I_{B} ཚུ་དང་འདྲཝ་ཨིན།,\frac{\pi}{2} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\pi}{6}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\pi}{8}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,b
hsc-advanced_physics-12-45,ii. \beta = \frac{\alpha}{1 - \alpha} དེ་ ཨེགསི་གི་ཨང་དང་པེ་ཊ་དང་ ཨེགསི་གི་ཨང་གཉིས་པ་ཨིནམ་དང་ འདི་ཡང་ ཨེགསི་གི་ཨང་དང་པེ་ཊ་དང་ ཨེགསི་གི་ཨང་གཉིས་པ་ཨིནམ་ཨིན།,8.85 \times 10^{-12} C^{2} N^{-1} m^{-2} འདི་ཡང་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོདཔ་ཨིན།,9 \times 10^{9} Nm^{2} C^{-2} འདི་ཡང་ ནུས་ཤུགས་ཀྱི་རིམ་པ་ཨིན།,4\pi \times 10^{-7} TmA^{-1} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,3 \times 10^{8} ms^{-1} འདི་ཡང་ སྦྲེལ་མཐུད་འབད་བཏུབ་ཨིན།,d
hsc-advanced_physics-12-46,iii. \alpha = \frac{\beta}{1 + \beta} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",c
hsc-advanced_physics-12-47,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ཕྲ་འོད་འདི་ UV rays ནང་ལུ་མཐོང་ཚུགསཔ་ཨིན།,མཐོང་མ་བཏུབ་པའི་གློག་ཐག་ར་བ་,X-rays,ག་མ་གློག་ཤུགས་,b
hsc-advanced_physics-12-48,ཝང་གི་དབར་གྱི་ས་སྒོ་འདི་ \frac{\lambda}{8}ཨིན་པ་ཅིན་ དབྱེ་འདི་ག་དེམ་ཅིག་འོང་ནི་སྨོ་,ལྕགས་ཤོག་,ཀེལ་ཝིན་,ཀལསི་ཨུས་,ཀཱར་ནོ་,d
hsc-advanced_physics-12-49,\epsilon_{0} \mu_{0}^{-\frac{1}{2}} གི་གནས་གོང་དེ་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_physics-12-51,P-N སྦྲེལ་མཐུད་ཀྱི་ གྱང་རྩིག་འདི་ ཕྱོགས་གཞན་ཁ་ཐུག་ལུ་འགྱོ་དོ་ཡོདཔ་ཨིན།,མར་བབས་འགྱོ་དོ་ཡོདཔ་ཨིན།,ཡར་འཕར་འགྱོཝ་ཨིན།,དེ་ཚུ་འགྱུར་བ་མེད་པར་རང་སྡོད་འོང་།,མེདཔ་ཐལ་ནུག,b
hsc-advanced_physics-12-52,OR-gate འདི་ Boolean algebra གི་ལས་འགན་ག་བཟུམ་ཅིག་ཨིན་ན།,ལྡོག་ཕྱོགས་,སྤུས་ཚད་,ཡོ་ག,མར་ཕབ་འབད།,c
hsc-advanced_physics-12-53,འོག་གི་བཀོད་རྒྱ་ཚུ་གི་གྲས་ལས་ ག་འདི་ ཧའི་གེན་སི་གི་རྦ་རླབས་ཀྱི་རྣམ་གཞག་གིས་ འགྲེལ་བཤད་རྐྱབ་མི་ཚུགས་?,དྲན་སྣང་།,བཏོན་གཏང་,བསྒྱུར་བཅོས་འབདཝ་ཨིན།,སྦྲེལ་མཐུད་འབད་,d
hsc-advanced_physics-12-54,འོད་དངས་ཀྱི་ས་སྒོ་གཉིས་ཀྱི་བར་ནའི་ ཁྱད་པར་འདི་ \frac{lambda}{4}ཨིན་པ་ཅིན་ དབྱེ་འདི་ག་དེམ་ཅིག་ལུ་ཁྱད་པར་འོང་ནི་ཨིན་ན?,\pi,\frac{\pi}{2} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\pi}{8}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,b
hsc-advanced_physics-12-55,entropy ཆུང་ཤོས་འདི་གནས་སྟངས་ག་ལུ་ཡོདཔ་ཨིན་ན?,ལཱ་ཁག་ཨིན་,སྣུམ་འཁོར་,གནམ་གཤིས་,པེརཱསི་མ་,a
hsc-advanced_physics-12-56,ཚ་དྲོད་ཤུགས་ལྡན་གྱི་ཐབས་ལམ་འདི་ ག་ལུ་ལག་ལེན་འཐབ་ནི་ཨིན་ན?,དྭངས་གསལ་བཟོ་ནི་,ཚད་མཉམ་,འདྲ་མཉམ་གྱི་,རླུང་མ་དྲོད་ཅན་,b
hsc-advanced_physics-12-57,སྐུད་པ་གཅིག་འདི་ དབྱེ་བ་གཉིས་སྦེ་ཕྱེ་བ་ཅིན་,ཚད་འཛིན་འབད་མ་ཚུགས་པའི་ ཤུགས་འདི་ མར་བབས་སོང་ནུག,འབྲེལ་བ་འཐབ་ནི་ལུ་ དོགས་པ་ཅན་ཚུ་ཡར་སེང་འགྱོ་དོ་ཡོདཔ་ཨིན།,གློག་ཤུགས་ཀྱི་དེད་གཡོགཔ་གི་ནུས་པ་ མར་བབས་སོང་ཡོདཔ་ཨིན།,དབྱེ་སེལ་གྱི་དབང་ཤུགས་འདི་ འདྲ་མཉམ་སྦེ་རང་སྡོད་འོང་།,d
hsc-advanced_physics-12-58,ཀི་ལོ་ཝཱཊ་ཆུ་ཚོད་གཅིག་ལུ་ ཇུལ་ག་དེ་ཅིག་ཡོདཔ་ཨིན་ན?,36 \times 10^{5} འདི་ལུ་ ཨང་གྲངས་ ༡༠ ལུ་ཡར་འཕར་འབདཝ་ཨིན།,36 \times 10^{6} འདི་ ༡༠ ལུ་ཡར་འཕར་འབདཝ་ཨིན།,36 \times 10^{3} འདི་ ༡ གི་གནས་གོང་ཨིན།,3600,a
hsc-advanced_physics-12-59,galvanometer གི་ཤུགས་ཚད་དེ་ ༡༠༠ \Omega ཨིནམ་དང་ འདི་དང་གཅིག་ཁར་ ཇི་ཨེན་ཊི་གི་ཤུགས་ཚད་འདི་ ༡༠༠ \Omega ཨིནམ་དང་ ཇི་ཨེན་ཊི་གི་ཤུགས་ཚད་འདི་ ༩༩% ཨིནམ་དང་ འདི་ཡང་ ཇི་ཨེན་ཊི་གི་ཤུགས་ཚད་འདི་ ༡༠༠ \Omega ཨིནམ་དང་ འདི་ཡང་ ཇི་ཨེན་ཊི་གི་ཤུགས་ཚད་འདི་ ༡༠༠ \Omega ཨིནམ་དང་ འདི་ཡང་ ཇི་ཨེན་ཊི་གི་ཤུགས་ཚད་འདི་ ༡༠༠ \Omega ཨིནམ་དང་ འདི་ཡང་ ཇི་ཨེན་ཊི་གི་ཤུགས་ཚད་འདི་ ༡༠༠ \Omega ཨིནམ་དང་ འདི་ཡང་ ཇི་ཨེན་ཊི་གི་ཤུགས་ཚད་འདི་ ༡༠༠ \Omega ཨིནམ་དང་ འདི་ཡང་ ཇི་ཨེན་ཊི་གི་ཤུགས་ཚད་འདི་ ༡༠༠ \Omega ཨིནམ་ཨིན།,ཨོ་མེ་ག་ ༢.༠༡,1.01 ཨོ་མེ་ག་,1.10 ཨོ་མེ་ག་,1.06 \Omega,b
hsc-advanced_physics-12-61,ཀཱར་ནོ་འཕྲུལ་ཆས་ཅིག་གིས་ 327°Cལུ་ གློག་ཤུགས་ཀྱིས་གང་མི་ལས་ 800 Jགི་དྲོད་ཤུགས་ལེན་ཏེ་ གློག་ཤུགས་ཀྱིས་གང་མི་ལས་ 127°Cལུ་ གློག་ཤུགས་ཀྱིས་གང་མི་ལུ་ གློག་ཤུགས་བྱིན་དོ་ཡོདཔ་ཨིན། དེ་ལས་ འཕྲུལ་ཆས་ཀྱི་དྲོད་ཚད་དེ་ ༢༢༧°C ལུ་ཡར་སེང་འབད་ཡོདཔ་ཨིན།,མཐོང་ཚུགས་པའི་གློག་ཤུགས་,གློག་རིག་གི་རྦ་རླབས་,མཐོང་མ་བཏུབ་པའི་གློག་ཐག་ར་བ་,ཕྲ་འོད་འདི་ ཕྲ་འོད་ཨིན་ཝཱལ་ཝཱལ་ཨིན་ཝཱལ་ཨིན་མས།,b
hsc-advanced_physics-12-62,,0,m_{0} འདི་ཚུ་,༢m_{0} འདི་ཚུ་,\infty,d
hsc-advanced_physics-12-63,"ཤུལ་ལས་ཀྱི་གནས་སྟངས་ནང་ རིག་རྩལ་འདི་ ཧེ་མ་གི་གནས་སྟངས་ནང་ཨིན།""",༢༥.༩༨ m,༢༦.༨༣ m,33.54 m,༤༤.༦༠ m,a
hsc-advanced_physics-12-64,ས་སྒོ་གཉིས་ཆ་རའི་བར་ནའི་ ཌེ་སི་གི་ཁྱད་པར་འདི་ ཝེ་ལནཊི་གཅིག་དང་ཅིག་ཁར་ཡོདཔ་ཨིན།,2,8,10,16,c
hsc-advanced_physics-12-65,ཁྱིམ་ཅིག་གི་ གློག་ཤུགས་མེ་ཊིག་ཊཱོན་ནང་ 15A-220V སྦེ་ཐོ་བཀོད་འབད་ཡོདཔ་ཨིན། འདི་ནང་ ཝཱཊ་༦༠གི་ གློག་ཤུགས་ག་དེམ་ཅིག་ ཉེན་སྲུང་ཅན་སྦེ་ ལག་ལེན་འཐབ་ཚུགས་ནི་ཨིན་ན?,10011,11001,10101,10001,b
hsc-advanced_physics-12-66,ས་གནས་ཀྱི་གནམ་གཤིས་གནས་སྟངས་འདི་ ག་བཟུམ་ཅིག་ལུ་འགྱུར་ཡོདཔ་ཨིན་ན?,ཨ་ལུམ་ནི་ཡཱན་,ག་ལི་ཡམ་,ཨར་སི་ནིག་,ཨིན་ཌིཡཱམ,c
hsc-advanced_physics-12-67,ལམ་ལུགས་ཁ་ཕྱེཝ་ཚུ་ནང་ ལམ་ལུགས་དང་ གནས་སྟངས་ཀྱི་བར་ན་ མཐུན་ལམ་ག་ཅི་ཡོདཔ་ཨིན་ན?,༢༥༠ J,༢༦༧ J,༥༠༠ J,༨༠༠ J,b
